'id';'servings';'type';'log_date';'food';'user_id';'mood';'weight';'protein';'cals';'fat';'carbs'
'38799';'1';'snack';'2017-05-23 00:00:00.000000';'CANDIES,REESE\'S FAST BREAK,CANDY BAR';'21';'agitated';'247';'9';'495';'23';'64'
'38800';'1';'breakfast';'2017-05-24 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CHOC CHIP';'21';'sleepy';'241';'6';'291';'10';'45'
'38801';'1';'dinner';'2017-05-24 00:00:00.000000';'PORK,CURED,SALT PORK,RAW';'21';'amorous';'241';'5';'748';'81';'0'
'38802';'3';'breakfast_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'21';'amorous';'241';'0';'38';'1';'7'
'38803';'3';'lunch';'2017-05-24 00:00:00.000000';'MCDONALD\'S,BIG MAC';'21';'amorous';'241';'12';'257';'15';'20'
'38804';'1';'lunch_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,CARB,ORANGE';'21';'agitated';'241';'0';'48';'0';'12'
'38805';'1';'dinner_drink';'2017-05-24 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'21';'grumpy';'241';'3';'95';'3';'14'
'38806';'1';'snack';'2017-05-24 00:00:00.000000';'CANDIES,HERSHEY,REESESTICKS CRISPY WAFERS,PNUT BUT,MILK CHOC';'21';'motivated';'241';'10';'521';'31';'55'
'38807';'3';'breakfast';'2017-05-25 00:00:00.000000';'WAFFLES,CHOC CHIP,FRZ,RTH';'21';'agitated';'248';'6';'297';'10';'46'
'38808';'2';'dinner';'2017-05-25 00:00:00.000000';'BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8FAT,SEL,RAW';'21';'motivated';'248';'21';'208';'13';'0'
'38809';'2';'breakfast_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,CHOC DRK,MILK & SOY BSD,READY TO DRK,FORT';'21';'ambivalent';'248';'4';'101';'2';'17'
'38810';'2';'lunch';'2017-05-25 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH';'21';'motivated';'248';'10';'273';'13';'28'
'38811';'2';'lunch_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'21';'ambivalent';'248';'0';'41';'0';'11'
'38812';'2';'dinner_drink';'2017-05-25 00:00:00.000000';'BEVERAGES,PROT PDR WHEY BSD';'21';'amorous';'248';'78';'352';'2';'6'
'38813';'1';'snack';'2017-05-25 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'21';'motivated';'248';'12';'497';'25';'60'
'38814';'1';'breakfast';'2017-05-26 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CHOC CHIP';'21';'amorous';'246';'6';'291';'10';'45'
'38815';'1';'dinner';'2017-05-26 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'21';'amorous';'246';'22';'139';'6';'0'
'38816';'2';'breakfast_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'21';'amorous';'246';'3';'75';'3';'9'
'38817';'2';'lunch';'2017-05-26 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'21';'motivated';'246';'15';'244';'10';'25'
'38818';'2';'lunch_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,CARB,COLA,FAST-FOOD COLA';'21';'sleepy';'246';'0';'37';'0';'10'
'38819';'1';'dinner_drink';'2017-05-26 00:00:00.000000';'BEVERAGES,WHEY PROT PDR ISOLATE';'21';'grumpy';'246';'58';'359';'1';'29'
'38820';'3';'snack';'2017-05-26 00:00:00.000000';'SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL';'21';'amorous';'246';'8';'557';'34';'55'
'38821';'2';'breakfast';'2017-05-27 00:00:00.000000';'WAFFLES,CHOC CHIP,FRZ,RTH';'21';'sleepy';'248';'6';'297';'10';'46'
'38822';'1';'dinner';'2017-05-27 00:00:00.000000';'BEEF,RND,TOP RND STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'21';'amorous';'248';'24';'121';'3';'0'
'38823';'1';'breakfast_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,COFFEE,READY TO DRK,VANILLA,LT,MILK BSD,SWTND';'21';'sleepy';'248';'2';'36';'1';'4'
'38824';'3';'lunch';'2017-05-27 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'21';'ambivalent';'248';'12';'228';'9';'25'
'38825';'2';'lunch_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,CARB,COLA,FAST-FOOD COLA';'21';'ambivalent';'248';'0';'37';'0';'10'
'38826';'2';'dinner_drink';'2017-05-27 00:00:00.000000';'BEVERAGES,WHEY PROT PDR ISOLATE';'21';'sleepy';'248';'58';'359';'1';'29'
'38827';'2';'snack';'2017-05-27 00:00:00.000000';'CANDIES,REESE\'S BITES';'21';'amorous';'248';'11';'521';'30';'55'
'38828';'2';'breakfast';'2017-05-28 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'21';'ambivalent';'242';'6';'265';'9';'42'
'38829';'3';'dinner';'2017-05-28 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'21';'agitated';'242';'26';'262';'17';'0'
'38830';'2';'breakfast_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT';'21';'sleepy';'242';'3';'57';'1';'9'
'38831';'2';'lunch';'2017-05-28 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'21';'ambivalent';'242';'15';'250';'12';'23'
'38832';'3';'lunch_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'21';'ambivalent';'242';'0';'41';'0';'11'
'38833';'1';'dinner_drink';'2017-05-28 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'21';'amorous';'242';'67';'385';'5';'18'
'38834';'1';'snack';'2017-05-28 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'21';'agitated';'242';'7';'413';'11';'76'
'38835';'3';'breakfast';'2017-05-29 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'21';'motivated';'233';'6';'197';'7';'35'
'38836';'2';'dinner';'2017-05-29 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'21';'sleepy';'233';'22';'139';'6';'0'
'38837';'1';'breakfast_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'21';'ambivalent';'233';'0';'38';'1';'7'
'38838';'2';'lunch';'2017-05-29 00:00:00.000000';'MCDONALD\'S,BIG MAC (WITHOUT BIG MAC SAUCE)';'21';'sleepy';'233';'13';'234';'12';'21'
'38839';'2';'lunch_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,CARB,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS';'21';'motivated';'233';'0';'20';'0';'5'
'38840';'2';'dinner_drink';'2017-05-29 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'21';'agitated';'233';'56';'388';'6';'29'
'38841';'2';'snack';'2017-05-29 00:00:00.000000';'CANDIES,REESE\'S FAST BREAK,CANDY BAR';'21';'grumpy';'233';'9';'495';'23';'64'
'38842';'1';'breakfast';'2017-05-30 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CINN TOAST';'21';'motivated';'235';'6';'325';'12';'50'
'38843';'2';'dinner';'2017-05-30 00:00:00.000000';'BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8FAT,SEL,RAW';'21';'agitated';'235';'21';'208';'13';'0'
'38844';'1';'breakfast_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT';'21';'agitated';'235';'3';'57';'1';'9'
'38845';'2';'lunch';'2017-05-30 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'21';'motivated';'235';'12';'228';'9';'25'
'38846';'1';'lunch_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,CARB,GRAPE SODA';'21';'grumpy';'235';'0';'43';'0';'11'
'38847';'2';'dinner_drink';'2017-05-30 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'21';'amorous';'235';'7';'58';'3';'1'
'38848';'2';'snack';'2017-05-30 00:00:00.000000';'CEREALS RTE,GENERAL MILLS,REESE\'S PUFFS';'21';'amorous';'235';'7';'413';'11';'76'
'38849';'2';'breakfast';'2017-05-31 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,HOMESTYLE';'21';'grumpy';'236';'7';'278';'11';'40'
'38850';'2';'dinner';'2017-05-31 00:00:00.000000';'PORK,CURED,HAM,FAT,BNLESS,UNHTD';'21';'grumpy';'236';'8';'515';'53';'2'
'38851';'2';'breakfast_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'21';'motivated';'236';'3';'65';'3';'6'
'38852';'3';'lunch';'2017-05-31 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)';'21';'ambivalent';'236';'11';'240';'8';'31'
'38853';'2';'lunch_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,CARB,GINGER ALE';'21';'sleepy';'236';'0';'34';'0';'9'
'38854';'3';'dinner_drink';'2017-05-31 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'21';'ambivalent';'236';'3';'95';'3';'14'
'38855';'1';'snack';'2017-05-31 00:00:00.000000';'CANDIES,REESE\'S FAST BREAK,CANDY BAR';'21';'grumpy';'236';'9';'495';'23';'64'
'38856';'2';'breakfast';'2017-06-01 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'21';'motivated';'229';'6';'265';'9';'42'
'38857';'3';'dinner';'2017-06-01 00:00:00.000000';'PORK,CURED,HAM,FAT,BNLESS,UNHTD';'21';'motivated';'229';'8';'515';'53';'2'
'38858';'2';'breakfast_drink';'2017-06-01 00:00:00.000000';'BEVERAGES,CHOC DRK,MILK & SOY BSD,READY TO DRK,FORT';'21';'sleepy';'229';'4';'101';'2';'17'
'38859';'2';'lunch';'2017-06-01 00:00:00.000000';'MCDONALD\'S,PREMIUM GRILLED CHICK CLUB SNDWCH';'21';'motivated';'229';'17';'221';'8';'20'
'38860';'2';'lunch_drink';'2017-06-01 00:00:00.000000';'BEVERAGES,CARB,GRAPE SODA';'21';'grumpy';'229';'0';'43';'0';'11'
'38861';'2';'dinner_drink';'2017-06-01 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'21';'sleepy';'229';'7';'58';'3';'1'
'38862';'3';'snack';'2017-06-01 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'21';'amorous';'229';'12';'497';'25';'60'
'38863';'1';'breakfast';'2017-06-02 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CINN TOAST';'21';'sleepy';'235';'6';'325';'12';'50'
'38864';'2';'dinner';'2017-06-02 00:00:00.000000';'PORK,CURED,HAM,FAT,BNLESS,UNHTD';'21';'ambivalent';'235';'8';'515';'53';'2'
'38865';'1';'breakfast_drink';'2017-06-02 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'21';'amorous';'235';'0';'38';'1';'7'
'38866';'1';'lunch';'2017-06-02 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)';'21';'grumpy';'235';'11';'240';'8';'31'
'38867';'2';'lunch_drink';'2017-06-02 00:00:00.000000';'BEVERAGES,CARB,ORANGE';'21';'agitated';'235';'0';'48';'0';'12'
'38868';'3';'dinner_drink';'2017-06-02 00:00:00.000000';'BEVERAGES,KELLOGG\'S SPL K20 PROT PDR';'21';'motivated';'235';'35';'380';'1';'58'
'38869';'3';'snack';'2017-06-02 00:00:00.000000';'CANDIES,REESE\'S NUTRAGEOUS CANDY BAR';'21';'motivated';'235';'11';'517';'32';'53'
'38870';'3';'breakfast';'2017-06-03 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CINN TOAST';'21';'grumpy';'227';'6';'325';'12';'50'
'38871';'2';'dinner';'2017-06-03 00:00:00.000000';'BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'21';'ambivalent';'227';'21';'123';'4';'0'
'38872';'2';'breakfast_drink';'2017-06-03 00:00:00.000000';'BEVERAGES,COFFEE,READY TO DRK,VANILLA,LT,MILK BSD,SWTND';'21';'sleepy';'227';'2';'36';'1';'4'
'38873';'3';'lunch';'2017-06-03 00:00:00.000000';'MCDONALD\'S,BIG MAC';'21';'grumpy';'227';'12';'257';'15';'20'
'38874';'1';'lunch_drink';'2017-06-03 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'21';'motivated';'227';'0';'41';'0';'10'
'38875';'1';'dinner_drink';'2017-06-03 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'21';'grumpy';'227';'7';'58';'3';'1'
'38876';'2';'snack';'2017-06-03 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'21';'amorous';'227';'12';'382';'4';'78'
'38877';'1';'breakfast';'2017-06-04 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'21';'ambivalent';'235';'6';'197';'7';'35'
'38878';'3';'dinner';'2017-06-04 00:00:00.000000';'BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0 FAT, SEL, RAW';'21';'amorous';'235';'19';'187';'12';'0'
'38879';'3';'breakfast_drink';'2017-06-04 00:00:00.000000';'BEVERAGES,CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'21';'sleepy';'235';'3';'75';'3';'9'
'38880';'2';'lunch';'2017-06-04 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLUB SNDWCH';'21';'motivated';'235';'15';'250';'12';'23'
'38881';'2';'lunch_drink';'2017-06-04 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'21';'motivated';'235';'0';'41';'0';'10'
'38882';'3';'dinner_drink';'2017-06-04 00:00:00.000000';'BEVERAGES,WHEY PROT PDR ISOLATE';'21';'motivated';'235';'58';'359';'1';'29'
'38883';'2';'snack';'2017-06-04 00:00:00.000000';'CANDIES,REESE\'S BITES';'21';'amorous';'235';'11';'521';'30';'55'
'38884';'3';'breakfast';'2017-06-05 00:00:00.000000';'KASHI,ORIGINAL WAFFLE';'21';'amorous';'231';'6';'197';'7';'35'
'38885';'1';'dinner';'2017-06-05 00:00:00.000000';'BEEF,RND,TOP RND STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'21';'sleepy';'231';'24';'121';'3';'0'
'38886';'2';'breakfast_drink';'2017-06-05 00:00:00.000000';'BEVERAGES,STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'21';'grumpy';'231';'3';'88';'3';'12'
'38887';'1';'lunch';'2017-06-05 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH';'21';'ambivalent';'231';'15';'244';'10';'25'
'38888';'2';'lunch_drink';'2017-06-05 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'21';'grumpy';'231';'0';'41';'0';'10'
'38889';'2';'dinner_drink';'2017-06-05 00:00:00.000000';'BEVERAGES,KELLOGG\'S,SPL K PROT SHAKE';'21';'motivated';'231';'3';'64';'2';'9'
'38890';'2';'snack';'2017-06-05 00:00:00.000000';'SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED';'21';'grumpy';'231';'9';'500';'28';'58'
'38891';'3';'breakfast';'2017-06-06 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'21';'ambivalent';'232';'7';'298';'10';'45'
'38892';'2';'dinner';'2017-06-06 00:00:00.000000';'BEEF,TENDERLOIN,STEAK,LN & FAT,1/8 FAT,SEL,CKD,BRLD';'21';'amorous';'232';'26';'262';'17';'0'
'38893';'1';'breakfast_drink';'2017-06-06 00:00:00.000000';'BEVERAGES,CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'21';'agitated';'232';'3';'75';'3';'9'
'38894';'1';'lunch';'2017-06-06 00:00:00.000000';'MCDONALD\'S,BIG MAC';'21';'grumpy';'232';'12';'257';'15';'20'
'38895';'2';'lunch_drink';'2017-06-06 00:00:00.000000';'BEVERAGES,CARB,PEPPER-TYPE,CONTAINS CAFFEINE';'21';'sleepy';'232';'0';'41';'0';'10'
'38896';'2';'dinner_drink';'2017-06-06 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'21';'agitated';'232';'7';'58';'3';'1'
'38897';'3';'snack';'2017-06-06 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'21';'amorous';'232';'12';'382';'4';'78'
'38898';'3';'breakfast';'2017-06-07 00:00:00.000000';'WAFFLES,CHOC CHIP,FRZ,RTH';'21';'agitated';'226';'6';'297';'10';'46'
'38899';'3';'dinner';'2017-06-07 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'21';'agitated';'226';'22';'160';'7';'0'
'38900';'1';'breakfast_drink';'2017-06-07 00:00:00.000000';'BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD';'21';'sleepy';'226';'0';'38';'1';'7'
'38901';'2';'lunch';'2017-06-07 00:00:00.000000';'MCDONALD\'S,MCCHICKEN SNDWCH';'21';'ambivalent';'226';'10';'273';'13';'28'
'38902';'1';'lunch_drink';'2017-06-07 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'21';'grumpy';'226';'0';'41';'0';'10'
'38903';'2';'dinner_drink';'2017-06-07 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'21';'sleepy';'226';'67';'385';'5';'18'
'38904';'2';'snack';'2017-06-07 00:00:00.000000';'SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED';'21';'grumpy';'226';'9';'500';'28';'58'
'38905';'3';'breakfast';'2017-06-08 00:00:00.000000';'WAFFLE,PLN,FRZ,RTH,MICROWAVE';'21';'agitated';'227';'7';'298';'10';'45'
'38906';'2';'dinner';'2017-06-08 00:00:00.000000';'BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'21';'amorous';'227';'21';'123';'4';'0'
'38907';'2';'breakfast_drink';'2017-06-08 00:00:00.000000';'BEVERAGES,CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'21';'sleepy';'227';'3';'75';'3';'9'
'38908';'1';'lunch';'2017-06-08 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'21';'motivated';'227';'12';'228';'9';'25'
'38909';'3';'lunch_drink';'2017-06-08 00:00:00.000000';'BEVERAGES,CARB,GINGER ALE';'21';'grumpy';'227';'0';'34';'0';'9'
'38910';'2';'dinner_drink';'2017-06-08 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'21';'ambivalent';'227';'7';'58';'3';'1'
'38911';'1';'snack';'2017-06-08 00:00:00.000000';'CANDIES,REESE\'S FAST BREAK,CANDY BAR';'21';'ambivalent';'227';'9';'495';'23';'64'
'38912';'1';'breakfast';'2017-05-10 00:00:00.000000';'PANCAKES,PLN,LOFAT,DRY MIX,INCOMPLETE (INCLUDES BUTTERMILK)';'22';'ambivalent';'145';'7';'384';'6';'75'
'38913';'2';'dinner';'2017-05-10 00:00:00.000000';'BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0 FAT, SEL, RAW';'22';'ambivalent';'145';'19';'187';'12';'0'
'38914';'1';'breakfast_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT';'22';'sleepy';'145';'3';'57';'1';'9'
'38915';'3';'lunch';'2017-05-10 00:00:00.000000';'BURGER KING,DOUBLE WHOPPER,NO CHS';'22';'sleepy';'145';'14';'252';'16';'14'
'38916';'2';'lunch_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'22';'grumpy';'145';'0';'18';'0';'4'
'38917';'2';'dinner_drink';'2017-05-10 00:00:00.000000';'BEVERAGES,WHEY PROT PDR ISOLATE';'22';'sleepy';'145';'58';'359';'1';'29'
'38918';'1';'snack';'2017-05-10 00:00:00.000000';'CANDIES,REESE\'S FAST BREAK,CANDY BAR';'22';'grumpy';'145';'9';'495';'23';'64'
'38919';'2';'breakfast';'2017-05-11 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,STRAWBERRY';'22';'motivated';'142';'6';'265';'9';'42'
'38920';'2';'dinner';'2017-05-11 00:00:00.000000';'BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0 FAT,ALL GRDS,RAW';'22';'grumpy';'142';'22';'139';'6';'0'
'38921';'2';'breakfast_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'22';'sleepy';'142';'3';'95';'3';'14'
'38922';'1';'lunch';'2017-05-11 00:00:00.000000';'BURGER KING,DOUBLE WHOPPER,NO CHS';'22';'amorous';'142';'14';'252';'16';'14'
'38923';'1';'lunch_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'22';'amorous';'142';'0';'41';'0';'10'
'38924';'3';'dinner_drink';'2017-05-11 00:00:00.000000';'BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1';'22';'agitated';'142';'7';'58';'3';'1'
'38925';'2';'snack';'2017-05-11 00:00:00.000000';'SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT';'22';'amorous';'142';'7';'583';'44';'45'
'38926';'2';'breakfast';'2017-05-12 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,HOMESTYLE';'22';'agitated';'150';'7';'278';'11';'40'
'38927';'2';'dinner';'2017-05-12 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'22';'motivated';'150';'22';'160';'7';'0'
'38928';'1';'breakfast_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK';'22';'grumpy';'150';'3';'88';'3';'12'
'38929';'2';'lunch';'2017-05-12 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'22';'grumpy';'150';'12';'228';'9';'25'
'38930';'2';'lunch_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,CARB,LIMEADE,HI CAFFEINE';'22';'sleepy';'150';'0';'18';'0';'4'
'38931';'2';'dinner_drink';'2017-05-12 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'22';'grumpy';'150';'3';'95';'3';'14'
'38932';'2';'snack';'2017-05-12 00:00:00.000000';'CANDIES,REESE\'S FAST BREAK,CANDY BAR';'22';'ambivalent';'150';'9';'495';'23';'64'
'38933';'3';'breakfast';'2017-05-13 00:00:00.000000';'KELLOGG\'S,EGGO,WAFFLES,CHOC CHIP';'22';'amorous';'151';'6';'291';'10';'45'
'38934';'2';'dinner';'2017-05-13 00:00:00.000000';'PORK,CURED,HAM,FAT,BNLESS,UNHTD';'22';'ambivalent';'151';'8';'515';'53';'2'
'38935';'1';'breakfast_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK';'22';'grumpy';'151';'3';'65';'3';'6'
'38936';'3';'lunch';'2017-05-13 00:00:00.000000';'MCDONALD\'S,BIG MAC';'22';'sleepy';'151';'12';'257';'15';'20'
'38937';'2';'lunch_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,CARB,COLA,FAST-FOOD COLA';'22';'sleepy';'151';'0';'37';'0';'10'
'38938';'1';'dinner_drink';'2017-05-13 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'22';'sleepy';'151';'3';'95';'3';'14'
'38939';'3';'snack';'2017-05-13 00:00:00.000000';'CANDIES,REESE\'S PIECES CANDY';'22';'grumpy';'151';'12';'497';'25';'60'
'38940';'1';'breakfast';'2017-05-14 00:00:00.000000';'PANCAKES,PLN,LOFAT,DRY MIX,INCOMPLETE (INCLUDES BUTTERMILK)';'22';'amorous';'155';'7';'384';'6';'75'
'38941';'2';'dinner';'2017-05-14 00:00:00.000000';'PORK,CURED,HAM,FAT,BNLESS,UNHTD';'22';'grumpy';'155';'8';'515';'53';'2'
'38942';'2';'breakfast_drink';'2017-05-14 00:00:00.000000';'BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK';'22';'amorous';'155';'3';'95';'3';'14'
'38943';'2';'lunch';'2017-05-14 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'22';'ambivalent';'155';'12';'228';'9';'25'
'38944';'2';'lunch_drink';'2017-05-14 00:00:00.000000';'BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE';'22';'ambivalent';'155';'0';'41';'0';'10'
'38945';'2';'dinner_drink';'2017-05-14 00:00:00.000000';'BEVERAGES,ABBOTT,EAS WHEY PROT PDR';'22';'motivated';'155';'67';'385';'5';'18'
'38946';'3';'snack';'2017-05-14 00:00:00.000000';'SNACKS,POPCORN,AIR-POPPED (UNSALTED)';'22';'agitated';'155';'12';'382';'4';'78'
'38947';'1';'breakfast';'2017-05-15 00:00:00.000000';'WAFFLES,CHOC CHIP,FRZ,RTH';'22';'agitated';'161';'6';'297';'10';'46'
'38948';'1';'dinner';'2017-05-15 00:00:00.000000';'BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8 FAT,CHOIC,RAW';'22';'motivated';'161';'22';'160';'7';'0'
'38949';'1';'breakfast_drink';'2017-05-15 00:00:00.000000';'BEVERAGES,COFFEE,READY TO DRK,VANILLA,LT,MILK BSD,SWTND';'22';'agitated';'161';'2';'36';'1';'4'
'38950';'1';'lunch';'2017-05-15 00:00:00.000000';'MCDONALD\'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH';'22';'amorous';'161';'12';'228';'9';'25'
'38951';'2';'lunch_drink';'2017-05-15 00:00:00.000000';'BEVERAGES,CARB,ROOT BEER';'22';'grumpy';'161';'0';'41';'0';'11'
'38952';'1';'dinner_drink';'2017-05-15 00:00:00.000000';'BEVERAGES,PROT PDR SOY BSD';'22';'ambivalent';'161';'56';'388';'6';'29'
